job_id,job_title,category,industry,company,company_size,location,work_mode,experience_level,required_experience_years,salary_range,skills,job_description,posted_date
1084,Compensation Analyst,Human Resources,FMCG,ConsumerFirst,MNC,Delhi NCR,Remote,Mid,4,"₹46,200/mo - ₹145,600/mo","onboarding, compliance, screening, excel, sap successfactors, recruitment, workday, labour law, training, payroll, interviewing, linkedin recruiter, problem solving, time management, stakeholder management, empathy, communication","As a Mid Compensation Analyst in the FMCG domain at ConsumerFirst, you will build scalable solutions. Support hiring, onboarding and employee lifecycle processes. Coordinate training and development programmes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-05
1085,Email Marketing Specialist,Marketing & Sales,E-commerce,ClickMart,SME,Hyderabad,Hybrid,Junior,1,"₹24,000/mo - ₹74,600/mo","tiktok ads, seo, marketing automation, hubspot, content marketing, email marketing, conversion optimization, crm, sem, copywriting, communication, problem solving, storytelling, customer focus","As a Junior Email Marketing Specialist in the E-commerce domain at ClickMart, you will deliver high-quality outcomes. Analyse campaign performance and optimize for ROI. Generate and nurture leads through multiple channels. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-07
1086,Warehouse Supervisor,Operations & Supply Chain,Manufacturing,SteelWorks,SME,Pune,Remote,Junior,2,"₹23,600/mo - ₹64,600/mo","python, sustainability ops, procurement, logistics, erp, oracle, warehouse management, supply chain ai, process improvement, six sigma, inventory management, time management, ownership, communication, attention to detail, problem solving","As a Junior Warehouse Supervisor in the Manufacturing domain at SteelWorks, you will drive measurable impact. Identify process improvement opportunities. Track inventory levels and manage procurement processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-09
1087,Quality Control Analyst,Operations & Supply Chain,Logistics,RouteMaster,Startup,Ahmedabad,Remote,Fresher,1,"₹13,300/mo - ₹33,600/mo","lean, python, forecasting, digital twin, supply chain analytics, power bi, excel, warehouse management, erp, process improvement, vendor management, attention to detail, ownership, stakeholder management, time management","As a Fresher Quality Control Analyst in the Logistics domain at RouteMaster, you will collaborate with cross-functional teams. Monitor and optimise supply chain operations. Coordinate with vendors and logistics partners. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-24
1088,Logistics Coordinator,Operations & Supply Chain,Retail,DailyNeeds,MNC,Noida,Remote,Junior,3,"₹22,300/mo - ₹68,400/mo","logistics, oracle, inventory management, kpi tracking, six sigma, lean, digital twin, process improvement, erp, attention to detail, time management, stakeholder management, ownership, problem solving, communication","As a Junior Logistics Coordinator in the Retail domain at DailyNeeds, you will deliver high-quality outcomes. Monitor and optimise supply chain operations. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-16
1089,HR Operations Manager,Human Resources,Manufacturing,AlloyPro,SME,Noida,Remote,Fresher,1,"₹12,600/mo - ₹36,900/mo","conflict resolution, labour law, compliance, workday, employee relations, recruitment, interviewing, people analytics, onboarding, communication, problem solving, empathy, stakeholder management, time management, attention to detail","As a Fresher HR Operations Manager in the Manufacturing domain at AlloyPro, you will drive measurable impact. Partner with teams to improve engagement and performance. Support hiring, onboarding and employee lifecycle processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-14
1090,Diversity & Inclusion Specialist,Human Resources,Consulting,ProConsult,Startup,Hyderabad,On-site,Intern,0,"₹6,500/mo - ₹18,500/mo","labour law, kpi tracking, compliance, training, linkedin recruiter, onboarding, performance management, stakeholder management, attention to detail, empathy, time management, problem solving","As a Intern Diversity & Inclusion Specialist in the Consulting domain at ProConsult, you will collaborate with cross-functional teams. Maintain HR data, reports and compliance documentation. Support hiring, onboarding and employee lifecycle processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-13
1091,Maintenance Engineer,Mechanical & Manufacturing,Manufacturing,SteelWorks,Startup,Pune,Remote,Mid,5,"₹50,900/mo - ₹162,300/mo","3d printing, python, quality control, lean manufacturing, project management, root cause analysis, generative design, catia, iot, plc programming, matlab, attention to detail, ownership, communication","As a Mid Maintenance Engineer in the Manufacturing domain at SteelWorks, you will build scalable solutions. Support manufacturing process optimisation. Ensure quality standards are met across production lines. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-21
1092,Public Health Analyst,Healthcare,Consulting,AlphaAdvisors,SME,Chennai,On-site,Mid,5,"₹48,100/mo - ₹147,700/mo","cerner, clinical documentation, icd-10, regulatory compliance, lab management, epic, digital health, data entry, medical coding, hipaa, patient coordination, empathy, time management, problem solving","As a Mid Public Health Analyst in the Consulting domain at AlphaAdvisors, you will collaborate with cross-functional teams. Ensure compliance with healthcare regulations and standards. Maintain accurate clinical documentation and patient records. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-27
1093,Maintenance Engineer,Mechanical & Manufacturing,Logistics,RouteMaster,Startup,Remote,On-site,Intern,0,"₹7,900/mo - ₹20,200/mo","six sigma, fmea, generative design, root cause analysis, 3d printing, quality control, autocad, cobots, additive manufacturing, time management, communication, problem solving, attention to detail","As a Intern Maintenance Engineer in the Logistics domain at RouteMaster, you will deliver high-quality outcomes. Ensure quality standards are met across production lines. Support manufacturing process optimisation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-09-26
1094,Process Improvement Analyst,Operations & Supply Chain,Manufacturing,FabriTech,Startup,Pune,Hybrid,Mid,3,"₹45,100/mo - ₹143,700/mo","excel, sustainability ops, supply chain ai, tableau, logistics, vendor management, sap, kpi tracking, python, digital twin, erp, problem solving, attention to detail, communication, stakeholder management","As a Mid Process Improvement Analyst in the Manufacturing domain at FabriTech, you will collaborate with cross-functional teams. Coordinate with vendors and logistics partners. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-06
1095,HR Operations Manager,Human Resources,Healthcare,HealthFirst,MNC,Surat,Remote,Junior,3,"₹22,900/mo - ₹66,700/mo","performance management, workday, dei frameworks, payroll, linkedin recruiter, people analytics, kpi tracking, interviewing, excel, screening, compliance, ai hiring tools, attention to detail, empathy, problem solving, communication, stakeholder management, time management","As a Junior HR Operations Manager in the Healthcare domain at HealthFirst, you will build scalable solutions. Partner with teams to improve engagement and performance. Maintain HR data, reports and compliance documentation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-24
